Enrollment_No,Subject_Code,Semester,status,course_id,program_id,Detaintion
0801EI233D09,EI27003,3,Ex,30514,24,
0801EI221012,EI27006,3,Ex,30514,24,
0801EI221014,EI27006,3,Ex,30514,24,
0801EI221015,EI27006,3,Ex,30514,24,
0801EI221021,EI27006,3,Ex,30514,24,
0801EI221023,EI27006,3,Ex,30514,24,
0801EI221025,EI27006,3,Ex,30514,24,
0801EI221027,EI27006,3,Ex,30514,24,
0801EI221028,EI27006,3,Ex,30514,24,
0801EI221033,EI27006,3,Ex,30514,24,
0801EI221056,EI27006,3,Ex,30514,24,
0801EI221066,EI27006,3,Ex,30514,24,
0801EI221067,EI27006,3,Ex,30514,24,
0801EI221068,EI27006,3,Ex,30514,24,
0801EI221080,EI27006,3,Ex,30514,24,
0801EI221091,EI27006,3,Ex,30514,24,
0801EI221095,EI27006,3,Ex,30514,24,
0801EI221104,EI27006,3,Ex,30514,24,
0801EI221113,EI27006,3,Ex,30514,24,
0801EI233D04,EI27006,3,Ex,30514,24,
0801EI233D07,EI27006,3,Ex,30514,24,
0801EI233D09,EI27006,3,Ex,30514,24,
0801CE221095,EI27501,4,Regular,30514,24,
0801EI211024,EI27501,4,Ex,30514,24,
0801EI211056,EI27501,4,Regular,30514,24,
0801EI221001,EI27501,4,Regular,30514,24,
0801EI221002,EI27501,4,Regular,30514,24,
0801EI221003,EI27501,4,Regular,30514,24,
0801EI221005,EI27501,4,Regular,30514,24,
0801EI221006,EI27501,4,Regular,30514,24,
0801EI221007,EI27501,4,Regular,30514,24,
0801EI221008,EI27501,4,Regular,30514,24,
0801EI221009,EI27501,4,Regular,30514,24,
0801EI221010,EI27501,4,Regular,30514,24,
0801EI221011,EI27501,4,Regular,30514,24,
0801EI221012,EI27501,4,Regular,30514,24,
0801EI221013,EI27501,4,Regular,30514,24,
0801EI221014,EI27501,4,Regular,30514,24,
0801EI221015,EI27501,4,Regular,30514,24,
0801EI221016,EI27501,4,Regular,30514,24,
0801EI221017,EI27501,4,Regular,30514,24,
0801EI221018,EI27501,4,Regular,30514,24,
0801EI221019,EI27501,4,Regular,30514,24,
0801EI221020,EI27501,4,Regular,30514,24,
0801EI221021,EI27501,4,Regular,30514,24,
0801EI221022,EI27501,4,Regular,30514,24,
0801EI221023,EI27501,4,Regular,30514,24,
0801EI221024,EI27501,4,Regular,30514,24,
0801EI221025,EI27501,4,Regular,30514,24,
0801EI221026,EI27501,4,Regular,30514,24,
0801EI221027,EI27501,4,Regular,30514,24,
0801EI221028,EI27501,4,Regular,30514,24,
0801EI221029,EI27501,4,Regular,30514,24,
0801EI221030,EI27501,4,Regular,30514,24,
0801EI221031,EI27501,4,Regular,30514,24,
0801EI221032,EI27501,4,Regular,30514,24,
0801EI221033,EI27501,4,Regular,30514,24,
0801EI221034,EI27501,4,Regular,30514,24,
0801EI221035,EI27501,4,Regular,30514,24,
0801EI221036,EI27501,4,Regular,30514,24,
0801EI221037,EI27501,4,Regular,30514,24,
0801EI221038,EI27501,4,Regular,30514,24,
0801EI221040,EI27501,4,Regular,30514,24,
0801EI221042,EI27501,4,Regular,30514,24,
0801EI221043,EI27501,4,Regular,30514,24,
0801EI221044,EI27501,4,Regular,30514,24,
0801EI221045,EI27501,4,Regular,30514,24,
0801EI221046,EI27501,4,Regular,30514,24,
0801EI221048,EI27501,4,Regular,30514,24,
0801EI221049,EI27501,4,Regular,30514,24,
0801EI221050,EI27501,4,Regular,30514,24,
0801EI221052,EI27501,4,Regular,30514,24,
0801EI221054,EI27501,4,Regular,30514,24,
0801EI221055,EI27501,4,Regular,30514,24,
0801EI221056,EI27501,4,Regular,30514,24,
0801EI221057,EI27501,4,Regular,30514,24,
0801EI221058,EI27501,4,Regular,30514,24,
0801EI221059,EI27501,4,Regular,30514,24,
0801EI221060,EI27501,4,Regular,30514,24,
0801EI221061,EI27501,4,Regular,30514,24,
0801EI221063,EI27501,4,Regular,30514,24,
0801EI221064,EI27501,4,Regular,30514,24,
0801EI221066,EI27501,4,Regular,30514,24,
0801EI221067,EI27501,4,Regular,30514,24,
0801EI221068,EI27501,4,Regular,30514,24,
0801EI221070,EI27501,4,Regular,30514,24,
0801EI221071,EI27501,4,Regular,30514,24,
0801EI221072,EI27501,4,Regular,30514,24,
0801EI221073,EI27501,4,Regular,30514,24,
0801EI221074,EI27501,4,Regular,30514,24,
0801EI221075,EI27501,4,Regular,30514,24,
0801EI221076,EI27501,4,Regular,30514,24,
0801EI221077,EI27501,4,Regular,30514,24,
0801EI221078,EI27501,4,Regular,30514,24,
0801EI221079,EI27501,4,Regular,30514,24,
0801EI221080,EI27501,4,Regular,30514,24,
0801EI221082,EI27501,4,Regular,30514,24,
0801EI221084,EI27501,4,Regular,30514,24,
0801EI221085,EI27501,4,Regular,30514,24,
0801EI221086,EI27501,4,Regular,30514,24,
0801EI221087,EI27501,4,Regular,30514,24,
0801EI221088,EI27501,4,Regular,30514,24,
0801EI221089,EI27501,4,Regular,30514,24,
0801EI221090,EI27501,4,Regular,30514,24,
0801EI221091,EI27501,4,Regular,30514,24,
0801EI221092,EI27501,4,Regular,30514,24,
0801EI221093,EI27501,4,Regular,30514,24,
0801EI221094,EI27501,4,Regular,30514,24,
0801EI221095,EI27501,4,Regular,30514,24,
0801EI221097,EI27501,4,Regular,30514,24,
0801EI221098,EI27501,4,Regular,30514,24,
0801EI221099,EI27501,4,Regular,30514,24,
0801EI221100,EI27501,4,Regular,30514,24,
0801EI221101,EI27501,4,Regular,30514,24,
0801EI221102,EI27501,4,Regular,30514,24,
0801EI221103,EI27501,4,Regular,30514,24,
0801EI221104,EI27501,4,Regular,30514,24,
0801EI221105,EI27501,4,Regular,30514,24,
0801EI221106,EI27501,4,Regular,30514,24,
0801EI221107,EI27501,4,Regular,30514,24,
0801EI221108,EI27501,4,Regular,30514,24,
0801EI221110,EI27501,4,Regular,30514,24,
0801EI221111,EI27501,4,Regular,30514,24,
0801EI221112,EI27501,4,Regular,30514,24,
0801EI221113,EI27501,4,Regular,30514,24,
0801EI221115,EI27501,4,Regular,30514,24,
0801EI221116,EI27501,4,Regular,30514,24,
0801EI221118,EI27501,4,Regular,30514,24,
0801EI221120,EI27501,4,Regular,30514,24,
0801EI221121,EI27501,4,Regular,30514,24,
0801EI223D05,EI27501,4,Ex,30514,24,
0801EI233D01,EI27501,4,Regular,30514,24,
0801EI233D02,EI27501,4,Regular,30514,24,
0801EI233D03,EI27501,4,Regular,30514,24,
0801EI233D04,EI27501,4,Regular,30514,24,
0801EI233D05,EI27501,4,Regular,30514,24,
0801EI233D06,EI27501,4,Regular,30514,24,
0801EI233D07,EI27501,4,Regular,30514,24,
0801EI233D08,EI27501,4,Regular,30514,24,
0801EI233D09,EI27501,4,Regular,30514,24,
0801IP221050,EI27501,4,Regular,30514,24,
0801IP221059,EI27501,4,Regular,30514,24,
0801IP221084,EI27501,4,Regular,30514,24,
0801CE221095,EI27504,4,Regular,30514,24,
0801EI221001,EI27504,4,Regular,30514,24,
0801EI221002,EI27504,4,Regular,30514,24,
0801EI221003,EI27504,4,Regular,30514,24,
0801EI221005,EI27504,4,Regular,30514,24,
0801EI221006,EI27504,4,Regular,30514,24,
0801EI221007,EI27504,4,Regular,30514,24,
0801EI221008,EI27504,4,Regular,30514,24,
0801EI221009,EI27504,4,Regular,30514,24,
0801EI221010,EI27504,4,Regular,30514,24,
0801EI221011,EI27504,4,Regular,30514,24,
0801EI221012,EI27504,4,Regular,30514,24,
0801EI221013,EI27504,4,Regular,30514,24,
0801EI221014,EI27504,4,Regular,30514,24,
0801EI221015,EI27504,4,Regular,30514,24,
0801EI221016,EI27504,4,Regular,30514,24,
0801EI221017,EI27504,4,Regular,30514,24,
0801EI221018,EI27504,4,Regular,30514,24,
0801EI221019,EI27504,4,Regular,30514,24,
0801EI221020,EI27504,4,Regular,30514,24,
0801EI221021,EI27504,4,Regular,30514,24,
0801EI221022,EI27504,4,Regular,30514,24,
0801EI221023,EI27504,4,Regular,30514,24,
0801EI221024,EI27504,4,Regular,30514,24,
0801EI221025,EI27504,4,Regular,30514,24,
0801EI221026,EI27504,4,Regular,30514,24,
0801EI221027,EI27504,4,Regular,30514,24,
0801EI221028,EI27504,4,Regular,30514,24,
0801EI221029,EI27504,4,Regular,30514,24,
0801EI221030,EI27504,4,Regular,30514,24,
0801EI221031,EI27504,4,Regular,30514,24,
0801EI221032,EI27504,4,Regular,30514,24,
0801EI221033,EI27504,4,Regular,30514,24,
0801EI221034,EI27504,4,Regular,30514,24,
0801EI221035,EI27504,4,Regular,30514,24,
0801EI221036,EI27504,4,Regular,30514,24,
0801EI221037,EI27504,4,Regular,30514,24,
0801EI221038,EI27504,4,Regular,30514,24,
0801EI221040,EI27504,4,Regular,30514,24,
0801EI221042,EI27504,4,Regular,30514,24,
0801EI221043,EI27504,4,Regular,30514,24,
0801EI221044,EI27504,4,Regular,30514,24,
0801EI221045,EI27504,4,Regular,30514,24,
0801EI221046,EI27504,4,Regular,30514,24,
0801EI221048,EI27504,4,Regular,30514,24,
0801EI221049,EI27504,4,Regular,30514,24,
0801EI221050,EI27504,4,Regular,30514,24,
0801EI221052,EI27504,4,Regular,30514,24,
0801EI221054,EI27504,4,Regular,30514,24,
0801EI221055,EI27504,4,Regular,30514,24,
0801EI221056,EI27504,4,Regular,30514,24,
0801EI221057,EI27504,4,Regular,30514,24,
0801EI221058,EI27504,4,Regular,30514,24,
0801EI221059,EI27504,4,Regular,30514,24,
0801EI221060,EI27504,4,Regular,30514,24,
0801EI221061,EI27504,4,Regular,30514,24,
0801EI221063,EI27504,4,Regular,30514,24,
0801EI221064,EI27504,4,Regular,30514,24,
0801EI221066,EI27504,4,Regular,30514,24,
0801EI221067,EI27504,4,Regular,30514,24,
0801EI221068,EI27504,4,Regular,30514,24,
0801EI221070,EI27504,4,Regular,30514,24,
0801EI221071,EI27504,4,Regular,30514,24,
0801EI221072,EI27504,4,Regular,30514,24,
0801EI221073,EI27504,4,Regular,30514,24,
0801EI221074,EI27504,4,Regular,30514,24,
0801EI221075,EI27504,4,Regular,30514,24,
0801EI221076,EI27504,4,Regular,30514,24,
0801EI221077,EI27504,4,Regular,30514,24,
0801EI221078,EI27504,4,Regular,30514,24,
0801EI221079,EI27504,4,Regular,30514,24,
0801EI221080,EI27504,4,Regular,30514,24,
0801EI221082,EI27504,4,Regular,30514,24,
0801EI221084,EI27504,4,Regular,30514,24,
0801EI221085,EI27504,4,Regular,30514,24,
0801EI221086,EI27504,4,Regular,30514,24,
0801EI221087,EI27504,4,Regular,30514,24,
0801EI221088,EI27504,4,Regular,30514,24,
0801EI221089,EI27504,4,Regular,30514,24,
0801EI221090,EI27504,4,Regular,30514,24,
0801EI221091,EI27504,4,Regular,30514,24,
0801EI221092,EI27504,4,Regular,30514,24,
0801EI221093,EI27504,4,Regular,30514,24,
0801EI221094,EI27504,4,Regular,30514,24,
0801EI221095,EI27504,4,Regular,30514,24,
0801EI221097,EI27504,4,Regular,30514,24,
0801EI221098,EI27504,4,Regular,30514,24,
0801EI221099,EI27504,4,Regular,30514,24,
0801EI221100,EI27504,4,Regular,30514,24,
0801EI221101,EI27504,4,Regular,30514,24,
0801EI221102,EI27504,4,Regular,30514,24,
0801EI221103,EI27504,4,Regular,30514,24,
0801EI221104,EI27504,4,Regular,30514,24,
0801EI221105,EI27504,4,Regular,30514,24,
0801EI221106,EI27504,4,Regular,30514,24,
0801EI221107,EI27504,4,Regular,30514,24,
0801EI221108,EI27504,4,Regular,30514,24,
0801EI221110,EI27504,4,Regular,30514,24,
0801EI221111,EI27504,4,Regular,30514,24,
0801EI221112,EI27504,4,Regular,30514,24,
0801EI221113,EI27504,4,Regular,30514,24,
0801EI221115,EI27504,4,Regular,30514,24,
0801EI221116,EI27504,4,Regular,30514,24,
0801EI221118,EI27504,4,Regular,30514,24,
0801EI221120,EI27504,4,Regular,30514,24,
0801EI221121,EI27504,4,Regular,30514,24,
0801EI233D01,EI27504,4,Regular,30514,24,
0801EI233D02,EI27504,4,Regular,30514,24,
0801EI233D03,EI27504,4,Regular,30514,24,
0801EI233D04,EI27504,4,Regular,30514,24,
0801EI233D05,EI27504,4,Regular,30514,24,
0801EI233D06,EI27504,4,Regular,30514,24,
0801EI233D07,EI27504,4,Regular,30514,24,
0801EI233D08,EI27504,4,Regular,30514,24,
0801EI233D09,EI27504,4,Regular,30514,24,
0801IP221050,EI27504,4,Regular,30514,24,
0801IP221059,EI27504,4,Regular,30514,24,
0801IP221084,EI27504,4,Regular,30514,24,
0801CE221095,EI27551,4,Regular,30514,24,
0801EI211056,EI27551,4,Regular,30514,24,
0801EI221001,EI27551,4,Regular,30514,24,
0801EI221002,EI27551,4,Regular,30514,24,
0801EI221003,EI27551,4,Regular,30514,24,
0801EI221005,EI27551,4,Regular,30514,24,
0801EI221006,EI27551,4,Regular,30514,24,
0801EI221007,EI27551,4,Regular,30514,24,
0801EI221008,EI27551,4,Regular,30514,24,
0801EI221009,EI27551,4,Regular,30514,24,
0801EI221010,EI27551,4,Regular,30514,24,
0801EI221011,EI27551,4,Regular,30514,24,
0801EI221012,EI27551,4,Regular,30514,24,
0801EI221013,EI27551,4,Regular,30514,24,
0801EI221014,EI27551,4,Regular,30514,24,
0801EI221015,EI27551,4,Regular,30514,24,
0801EI221016,EI27551,4,Regular,30514,24,
0801EI221017,EI27551,4,Regular,30514,24,
0801EI221018,EI27551,4,Regular,30514,24,
0801EI221019,EI27551,4,Regular,30514,24,
0801EI221020,EI27551,4,Regular,30514,24,
0801EI221021,EI27551,4,Regular,30514,24,
0801EI221022,EI27551,4,Regular,30514,24,
0801EI221023,EI27551,4,Regular,30514,24,
0801EI221024,EI27551,4,Regular,30514,24,
0801EI221025,EI27551,4,Regular,30514,24,
0801EI221026,EI27551,4,Regular,30514,24,
0801EI221027,EI27551,4,Regular,30514,24,
0801EI221028,EI27551,4,Regular,30514,24,
0801EI221029,EI27551,4,Regular,30514,24,
0801EI221030,EI27551,4,Regular,30514,24,
0801EI221031,EI27551,4,Regular,30514,24,
0801EI221032,EI27551,4,Regular,30514,24,
0801EI221033,EI27551,4,Regular,30514,24,
0801EI221034,EI27551,4,Regular,30514,24,
0801EI221035,EI27551,4,Regular,30514,24,
0801EI221036,EI27551,4,Regular,30514,24,
0801EI221037,EI27551,4,Regular,30514,24,
0801EI221038,EI27551,4,Regular,30514,24,
0801EI221040,EI27551,4,Regular,30514,24,
0801EI221042,EI27551,4,Regular,30514,24,
0801EI221043,EI27551,4,Regular,30514,24,
0801EI221044,EI27551,4,Regular,30514,24,
0801EI221045,EI27551,4,Regular,30514,24,
0801EI221046,EI27551,4,Regular,30514,24,
0801EI221048,EI27551,4,Regular,30514,24,
0801EI221049,EI27551,4,Regular,30514,24,
0801EI221050,EI27551,4,Regular,30514,24,
0801EI221052,EI27551,4,Regular,30514,24,
0801EI221054,EI27551,4,Regular,30514,24,
0801EI221055,EI27551,4,Regular,30514,24,
0801EI221056,EI27551,4,Regular,30514,24,
0801EI221057,EI27551,4,Regular,30514,24,
0801EI221058,EI27551,4,Regular,30514,24,
0801EI221059,EI27551,4,Regular,30514,24,
0801EI221060,EI27551,4,Regular,30514,24,
0801EI221061,EI27551,4,Regular,30514,24,
0801EI221063,EI27551,4,Regular,30514,24,
0801EI221064,EI27551,4,Regular,30514,24,
0801EI221066,EI27551,4,Regular,30514,24,
0801EI221067,EI27551,4,Regular,30514,24,
0801EI221068,EI27551,4,Regular,30514,24,
0801EI221070,EI27551,4,Regular,30514,24,
0801EI221071,EI27551,4,Regular,30514,24,
0801EI221072,EI27551,4,Regular,30514,24,
0801EI221073,EI27551,4,Regular,30514,24,
0801EI221074,EI27551,4,Regular,30514,24,
0801EI221075,EI27551,4,Regular,30514,24,
0801EI221076,EI27551,4,Regular,30514,24,
0801EI221077,EI27551,4,Regular,30514,24,
0801EI221078,EI27551,4,Regular,30514,24,
0801EI221079,EI27551,4,Regular,30514,24,
0801EI221080,EI27551,4,Regular,30514,24,
0801EI221082,EI27551,4,Regular,30514,24,
0801EI221084,EI27551,4,Regular,30514,24,
0801EI221085,EI27551,4,Regular,30514,24,
0801EI221086,EI27551,4,Regular,30514,24,
0801EI221087,EI27551,4,Regular,30514,24,
0801EI221088,EI27551,4,Regular,30514,24,
0801EI221089,EI27551,4,Regular,30514,24,
0801EI221090,EI27551,4,Regular,30514,24,
0801EI221091,EI27551,4,Regular,30514,24,
0801EI221092,EI27551,4,Regular,30514,24,
0801EI221093,EI27551,4,Regular,30514,24,
0801EI221094,EI27551,4,Regular,30514,24,
0801EI221095,EI27551,4,Regular,30514,24,
0801EI221097,EI27551,4,Regular,30514,24,
0801EI221098,EI27551,4,Regular,30514,24,
0801EI221099,EI27551,4,Regular,30514,24,
0801EI221100,EI27551,4,Regular,30514,24,
0801EI221101,EI27551,4,Regular,30514,24,
0801EI221102,EI27551,4,Regular,30514,24,
0801EI221103,EI27551,4,Regular,30514,24,
0801EI221104,EI27551,4,Regular,30514,24,
0801EI221105,EI27551,4,Regular,30514,24,
0801EI221106,EI27551,4,Regular,30514,24,
0801EI221107,EI27551,4,Regular,30514,24,
0801EI221108,EI27551,4,Regular,30514,24,
0801EI221110,EI27551,4,Regular,30514,24,
0801EI221111,EI27551,4,Regular,30514,24,
0801EI221112,EI27551,4,Regular,30514,24,
0801EI221113,EI27551,4,Regular,30514,24,
0801EI221115,EI27551,4,Regular,30514,24,
0801EI221116,EI27551,4,Regular,30514,24,
0801EI221118,EI27551,4,Regular,30514,24,
0801EI221120,EI27551,4,Regular,30514,24,
0801EI221121,EI27551,4,Regular,30514,24,
0801EI223D05,EI27551,4,Ex,30514,24,
0801EI233D01,EI27551,4,Regular,30514,24,
0801EI233D02,EI27551,4,Regular,30514,24,
0801EI233D03,EI27551,4,Regular,30514,24,
0801EI233D04,EI27551,4,Regular,30514,24,
0801EI233D05,EI27551,4,Regular,30514,24,
0801EI233D06,EI27551,4,Regular,30514,24,
0801EI233D07,EI27551,4,Regular,30514,24,
0801EI233D08,EI27551,4,Regular,30514,24,
0801EI233D09,EI27551,4,Regular,30514,24,
0801IP221050,EI27551,4,Regular,30514,24,
0801IP221059,EI27551,4,Regular,30514,24,
0801IP221084,EI27551,4,Regular,30514,24,
0801EI211019,EI27562,4,Ex,30514,24,
0801EI211024,EI27562,4,Ex,30514,24,
0801EI211025,EI27562,4,Ex,30514,24,
0801EI211043,EI27562,4,Ex,30514,24,
0801EI211047,EI27562,4,Ex,30514,24,
0801EI211056,EI27562,4,Regular,30514,24,
0801EI211059,EI27562,4,Ex,30514,24,
0801EI211060,EI27562,4,Ex,30514,24,
0801EI213D03,EI27562,4,Ex,30514,24,
0801EI223D01,EI27562,4,Ex,30514,24,
0801EI223D05,EI27562,4,Ex,30514,24,
0801BM211009,EI29017,3,Ex,30507,24,
0801BM211041,EI29572,4,Ex,30507,24,
0801BM211062,EI29572,4,Ex,30507,24,
0801BM211065,EI29572,4,RR,30507,24,
0801BM213D01,EI29572,4,Ex,30507,24,
0801BM221002,EI29572,4,Regular,30507,24,
0801BM221003,EI29572,4,Regular,30507,24,
0801BM221005,EI29572,4,Regular,30507,24,
0801BM221008,EI29572,4,Regular,30507,24,
0801BM221009,EI29572,4,Regular,30507,24,
0801BM221010,EI29572,4,Regular,30507,24,
0801BM221011,EI29572,4,Regular,30507,24,
0801BM221013,EI29572,4,Regular,30507,24,
0801BM221015,EI29572,4,Regular,30507,24,
0801BM221016,EI29572,4,Regular,30507,24,
0801BM221017,EI29572,4,Regular,30507,24,
0801BM221018,EI29572,4,Regular,30507,24,
0801BM233D01,EI29572,4,Regular,30507,24,
0801IP221025,EI29572,4,Regular,30507,24,
0901ET221022,EI29572,4,Regular,30507,24,
0801CE211028,EI37006,5,Ex,30514,24,
0801EI191016,EI37006,5,Ex,30514,24,
0801EI211010,EI37006,5,Ex,30514,24,
0801EI211019,EI37006,5,Ex,30514,24,
0801EI211041,EI37006,5,Ex,30514,24,
0801EI211047,EI37006,5,Ex,30514,24,
0801EI211060,EI37006,5,Ex,30514,24,
0801EI211062,EI37006,5,Ex,30514,24,
0801EI211063,EI37006,5,Ex,30514,24,
0801EI213D03,EI37006,5,Ex,30514,24,
0801EI223D01,EI37006,5,Ex,30514,24,
0801EI223D05,EI37006,5,Ex,30514,24,
0801EI223D06,EI37006,5,Ex,30514,24,
0801BM211002,EI37511,6,Regular,30514,24,
0801CE211028,EI37511,6,Regular,30514,24,
0801EC211087,EI37511,6,Regular,30514,24,
0801EI191016,EI37511,6,RR,30514,24,
0801EI201012,EI37511,6,Ex,30514,24,
0801EI201048,EI37511,6,RR,30514,24,
0801EI211001,EI37511,6,Regular,30514,24,
0801EI211002,EI37511,6,Regular,30514,24,
0801EI211003,EI37511,6,Regular,30514,24,
0801EI211004,EI37511,6,Regular,30514,24,
0801EI211005,EI37511,6,Regular,30514,24,
0801EI211006,EI37511,6,Regular,30514,24,
0801EI211007,EI37511,6,Regular,30514,24,
0801EI211008,EI37511,6,Regular,30514,24,
0801EI211009,EI37511,6,Regular,30514,24,
0801EI211010,EI37511,6,Regular,30514,24,
0801EI211011,EI37511,6,Regular,30514,24,
0801EI211014,EI37511,6,Regular,30514,24,
0801EI211016,EI37511,6,Regular,30514,24,
0801EI211017,EI37511,6,Regular,30514,24,
0801EI211019,EI37511,6,Regular,30514,24,
0801EI211020,EI37511,6,Regular,30514,24,
0801EI211021,EI37511,6,Regular,30514,24,
0801EI211022,EI37511,6,Regular,30514,24,
0801EI211023,EI37511,6,Regular,30514,24,
0801EI211024,EI37511,6,Regular,30514,24,
0801EI211025,EI37511,6,Regular,30514,24,
0801EI211027,EI37511,6,Regular,30514,24,
0801EI211028,EI37511,6,Regular,30514,24,
0801EI211029,EI37511,6,Regular,30514,24,
0801EI211030,EI37511,6,Regular,30514,24,
0801EI211031,EI37511,6,Regular,30514,24,
0801EI211032,EI37511,6,Regular,30514,24,
0801EI211033,EI37511,6,Regular,30514,24,
0801EI211035,EI37511,6,Regular,30514,24,
0801EI211036,EI37511,6,Regular,30514,24,
0801EI211039,EI37511,6,Regular,30514,24,
0801EI211040,EI37511,6,Regular,30514,24,
0801EI211041,EI37511,6,Regular,30514,24,
0801EI211042,EI37511,6,Regular,30514,24,
0801EI211043,EI37511,6,Regular,30514,24,
0801EI211044,EI37511,6,Regular,30514,24,
0801EI211045,EI37511,6,Regular,30514,24,
0801EI211046,EI37511,6,Regular,30514,24,
0801EI211047,EI37511,6,Regular,30514,24,
0801EI211049,EI37511,6,Regular,30514,24,
0801EI211050,EI37511,6,Regular,30514,24,
0801EI211051,EI37511,6,Regular,30514,24,
0801EI211052,EI37511,6,Regular,30514,24,
0801EI211054,EI37511,6,Regular,30514,24,
0801EI211055,EI37511,6,Regular,30514,24,
0801EI211057,EI37511,6,Regular,30514,24,
0801EI211059,EI37511,6,Regular,30514,24,
0801EI211060,EI37511,6,Regular,30514,24,
0801EI211061,EI37511,6,Regular,30514,24,
0801EI211062,EI37511,6,Regular,30514,24,
0801EI211063,EI37511,6,Regular,30514,24,
0801EI211064,EI37511,6,Regular,30514,24,
0801EI213D03,EI37511,6,Ex,30514,24,
0801EI223D01,EI37511,6,Regular,30514,24,
0801EI223D02,EI37511,6,Regular,30514,24,
0801EI223D03,EI37511,6,Regular,30514,24,
0801EI223D05,EI37511,6,Regular,30514,24,
0801EI223D06,EI37511,6,Regular,30514,24,
0801IP211010,EI37511,6,Regular,30514,24,
0801IP211025,EI37511,6,Regular,30514,24,
0801ME211007,EI37511,6,Regular,30514,24,
0801ME211019,EI37511,6,Regular,30514,24,
0801BM211002,EI37513,6,Regular,30514,24,
0801CE211028,EI37513,6,Regular,30514,24,
0801EC211087,EI37513,6,Regular,30514,24,
0801EI181001,EI37513,6,Ex,30514,24,
0801EI191016,EI37513,6,RR,30514,24,
0801EI191054,EI37513,6,Ex,30514,24,
0801EI201012,EI37513,6,Ex,30514,24,
0801EI201014,EI37513,6,Ex,30514,24,
0801EI201023,EI37513,6,Ex,30514,24,
0801EI201036,EI37513,6,Ex,30514,24,
0801EI201048,EI37513,6,RR,30514,24,
0801EI201052,EI37513,6,Ex,30514,24,
0801EI211001,EI37513,6,Regular,30514,24,
0801EI211002,EI37513,6,Regular,30514,24,
0801EI211003,EI37513,6,Regular,30514,24,
0801EI211004,EI37513,6,Regular,30514,24,
0801EI211005,EI37513,6,Regular,30514,24,
0801EI211006,EI37513,6,Regular,30514,24,
0801EI211007,EI37513,6,Regular,30514,24,
0801EI211008,EI37513,6,Regular,30514,24,
0801EI211009,EI37513,6,Regular,30514,24,
0801EI211010,EI37513,6,Regular,30514,24,
0801EI211011,EI37513,6,Regular,30514,24,
0801EI211014,EI37513,6,Regular,30514,24,
0801EI211016,EI37513,6,Regular,30514,24,
0801EI211017,EI37513,6,Regular,30514,24,
0801EI211019,EI37513,6,Regular,30514,24,
0801EI211020,EI37513,6,Regular,30514,24,
0801EI211021,EI37513,6,Regular,30514,24,
0801EI211022,EI37513,6,Regular,30514,24,
0801EI211023,EI37513,6,Regular,30514,24,
0801EI211024,EI37513,6,Regular,30514,24,
0801EI211025,EI37513,6,Regular,30514,24,
0801EI211027,EI37513,6,Regular,30514,24,
0801EI211028,EI37513,6,Regular,30514,24,
0801EI211029,EI37513,6,Regular,30514,24,
0801EI211030,EI37513,6,Regular,30514,24,
0801EI211031,EI37513,6,Regular,30514,24,
0801EI211032,EI37513,6,Regular,30514,24,
0801EI211033,EI37513,6,Regular,30514,24,
0801EI211035,EI37513,6,Regular,30514,24,
0801EI211036,EI37513,6,Regular,30514,24,
0801EI211039,EI37513,6,Regular,30514,24,
0801EI211040,EI37513,6,Regular,30514,24,
0801EI211041,EI37513,6,Regular,30514,24,
0801EI211042,EI37513,6,Regular,30514,24,
0801EI211043,EI37513,6,Regular,30514,24,
0801EI211044,EI37513,6,Regular,30514,24,
0801EI211045,EI37513,6,Regular,30514,24,
0801EI211046,EI37513,6,Regular,30514,24,
0801EI211047,EI37513,6,Regular,30514,24,
0801EI211049,EI37513,6,Regular,30514,24,
0801EI211050,EI37513,6,Regular,30514,24,
0801EI211051,EI37513,6,Regular,30514,24,
0801EI211052,EI37513,6,Regular,30514,24,
0801EI211054,EI37513,6,Regular,30514,24,
0801EI211055,EI37513,6,Regular,30514,24,
0801EI211057,EI37513,6,Regular,30514,24,
0801EI211059,EI37513,6,Regular,30514,24,
0801EI211060,EI37513,6,Regular,30514,24,
0801EI211061,EI37513,6,Regular,30514,24,
0801EI211062,EI37513,6,Regular,30514,24,
0801EI211063,EI37513,6,Regular,30514,24,
0801EI211064,EI37513,6,Regular,30514,24,
0801EI213D03,EI37513,6,Ex,30514,24,
0801EI213D06,EI37513,6,Ex,30514,24,
0801EI223D01,EI37513,6,Regular,30514,24,
0801EI223D02,EI37513,6,Regular,30514,24,
0801EI223D03,EI37513,6,Regular,30514,24,
0801EI223D05,EI37513,6,Regular,30514,24,
0801EI223D06,EI37513,6,Regular,30514,24,
0801IP201039,EI37513,6,Ex,30514,24,
0801IP211010,EI37513,6,Regular,30514,24,
0801IP211025,EI37513,6,Regular,30514,24,
0801ME211007,EI37513,6,Regular,30514,24,
0801ME211019,EI37513,6,Regular,30514,24,
0801BM211002,EI37701,6,Regular,30514,24,
0801CE211028,EI37701,6,Regular,30514,24,
0801EC211087,EI37701,6,Regular,30514,24,
0801EI171046,EI37701,6,Ex,30514,24,
0801EI181001,EI37701,6,Ex,30514,24,
0801EI191016,EI37701,6,RR,30514,24,
0801EI191054,EI37701,6,Ex,30514,24,
0801EI201005,EI37701,6,Ex,30514,24,
0801EI201014,EI37701,6,Ex,30514,24,
0801EI201023,EI37701,6,Ex,30514,24,
